tourney_id,tourney_name,surface,draw_size,tourney_date,winner_id,loser_id,score,best_of,round
1994-451,Doha,Hard,32,1994-01-03,101086,101529,5-7 6-4 6-4,3,R16
1994-451,Doha,Hard,32,1994-01-03,101235,101249,6-4 6-2,3,QF
1994-451,Doha,Hard,32,1994-01-03,101964,101924,6-4 6-4,3,QF
1994-451,Doha,Hard,32,1994-01-03,101222,100936,6-4 6-2,3,QF
1994-451,Doha,Hard,32,1994-01-03,101582,101086,7-6(3) 7-6(6),3,QF
1994-451,Doha,Hard,32,1994-01-03,101235,101964,6-2 6-4,3,SF
1994-451,Doha,Hard,32,1994-01-03,101222,101582,6-4 6-7(5) 6-4,3,SF
1994-451,Doha,Hard,32,1994-01-03,101222,101235,6-3 6-2,3,F
1994-517,Oahu,Hard,32,1994-01-03,101965,101482,4-6 7-6(4) 6-1,3,R32
1994-517,Oahu,Hard,32,1994-01-03,101026,102061,4-6 6-3 7-6(4),3,R32
1994-517,Oahu,Hard,32,1994-01-03,101932,101862,6-3 6-4,3,R32
1994-517,Oahu,Hard,32,1994-01-03,101265,101398,6-2 6-3,3,R32
1994-517,Oahu,Hard,32,1994-01-03,100763,101242,4-6 6-4 7-5,3,R32
1994-517,Oahu,Hard,32,1994-01-03,101234,101767,6-3 6-1,3,R32
1994-517,Oahu,Hard,32,1994-01-03,101892,101126,6-4 6-4,3,R32
1994-517,Oahu,Hard,32,1994-01-03,101890,101711,7-6(4) 6-2,3,R32
1994-517,Oahu,Hard,32,1994-01-03,101061,102148,6-4 7-5,3,R32
1994-517,Oahu,Hard,32,1994-01-03,102169,101681,6-1 6-3,3,R32
1994-517,Oahu,Hard,32,1994-01-03,101179,102235,6-3 7-6(4),3,R32
1994-517,Oahu,Hard,32,1994-01-03,101312,101298,6-1 6-2,3,R32
1994-517,Oahu,Hard,32,1994-01-03,101746,101789,6-4 6-2,3,R32
1994-517,Oahu,Hard,32,1994-01-03,101750,101432,6-4 6-4,3,R32
1994-517,Oahu,Hard,32,1994-01-03,101788,101327,6-2 7-6(5),3,R32
1994-517,Oahu,Hard,32,1994-01-03,101191,101150,6-2 6-2,3,R32
1994-517,Oahu,Hard,32,1994-01-03,101965,101026,6-7(2) 6-2 7-6(4),3,R16
1994-517,Oahu,Hard,32,1994-01-03,101265,101932,4-6 6-4 6-2,3,R16
1994-517,Oahu,Hard,32,1994-01-03,100763,101234,6-4 6-3,3,R16
1994-517,Oahu,Hard,32,1994-01-03,101890,101892,6-4 6-4,3,R16
1994-517,Oahu,Hard,32,1994-01-03,101061,102169,6-1 6-2,3,R16
1994-517,Oahu,Hard,32,1994-01-03,101312,101179,2-6 6-3 7-6(2),3,R16
1994-517,Oahu,Hard,32,1994-01-03,101746,101750,6-3 7-6(2),3,R16
1994-517,Oahu,Hard,32,1994-01-03,101191,101788,6-3 6-3,3,R16
1994-517,Oahu,Hard,32,1994-01-03,101965,101265,6-4 6-4,3,QF
1994-517,Oahu,Hard,32,1994-01-03,101890,100763,7-6(4) 7-6(5),3,QF
1994-517,Oahu,Hard,32,1994-01-03,101312,101061,6-0 2-6 6-3,3,QF
1994-517,Oahu,Hard,32,1994-01-03,101191,101746,6-4 6-2,3,QF
1994-517,Oahu,Hard,32,1994-01-03,101965,101890,4-6 6-4 6-4,3,SF
1994-517,Oahu,Hard,32,1994-01-03,101191,101312,6-3 6-2,3,SF
1994-517,Oahu,Hard,32,1994-01-03,101965,101191,6-4 6-7(3) 6-1,3,F
1994-301,Auckland,Hard,32,1994-01-10,101320,101647,6-2 6-0,3,R32
1994-301,Auckland,Hard,32,1994-01-10,101917,101214,6-2 6-1,3,R32
1994-301,Auckland,Hard,32,1994-01-10,101507,102184,6-2 6-3,3,R32
1994-301,Auckland,Hard,32,1994-01-10,102536,101234,6-3 6-4,3,R32
1994-301,Auckland,Hard,32,1994-01-10,101601,101889,6-3 6-4,3,R32
1994-301,Auckland,Hard,32,1994-01-10,102147,102202,6-2 6-2,3,R32
1994-301,Auckland,Hard,32,1994-01-10,102358,102247,7-5 7-5,3,R32
1994-301,Auckland,Hard,32,1994-01-10,102148,101932,6-4 6-4,3,R32
1994-301,Auckland,Hard,32,1994-01-10,101549,102257,5-7 7-6(2) 6-2,3,R32
1994-301,Auckland,Hard,32,1994-01-10,101265,101672,6-3 6-7(8) 6-3,3,R32
1994-301,Auckland,Hard,32,1994-01-10,101543,101150,4-6 6-4 6-2,3,R32
1994-301,Auckland,Hard,32,1994-01-10,102154,102694,7-5 6-3,3,R32
1994-301,Auckland,Hard,32,1994-01-10,101703,102146,6-3 7-5,3,R32
1994-301,Auckland,Hard,32,1994-01-10,101373,102654,6-3 6-4,3,R32
1994-301,Auckland,Hard,32,1994-01-10,101084,100772,7-6(6) 6-1,3,R32
1994-301,Auckland,Hard,32,1994-01-10,101334,102652,6-4 6-3,3,R32
1994-301,Auckland,Hard,32,1994-01-10,101320,101917,7-5 4-6 6-4,3,R16
1994-301,Auckland,Hard,32,1994-01-10,101507,102536,7-6(6) 6-2,3,R16
1994-301,Auckland,Hard,32,1994-01-10,101601,102147,7-5 2-6 7-6(5),3,R16
1994-301,Auckland,Hard,32,1994-01-10,102358,102148,6-2 3-6 6-2,3,R16
1994-301,Auckland,Hard,32,1994-01-10,101265,101549,4-6 7-5 7-5,3,R16
1994-301,Auckland,Hard,32,1994-01-10,102154,101543,4-6 7-5 6-3,3,R16
1994-301,Auckland,Hard,32,1994-01-10,101373,101703,6-4 6-4,3,R16
1994-301,Auckland,Hard,32,1994-01-10,101084,101334,6-3 3-6 7-5,3,R16
1994-301,Auckland,Hard,32,1994-01-10,101320,101507,6-1 6-2,3,QF
1994-301,Auckland,Hard,32,1994-01-10,102358,101601,0-6 6-4 6-4,3,QF
1994-301,Auckland,Hard,32,1994-01-10,101265,102154,3-6 6-4 6-4,3,QF
1994-301,Auckland,Hard,32,1994-01-10,101373,101084,6-2 6-4,3,QF
1994-301,Auckland,Hard,32,1994-01-10,101320,102358,7-5 6-4,3,SF
1994-301,Auckland,Hard,32,1994-01-10,101265,101373,7-6(5) 3-6 6-3,3,SF
1994-301,Auckland,Hard,32,1994-01-10,101320,101265,6-4 6-0,3,F
1994-338,Sydney Outdoor,Hard,32,1994-01-10,101948,101298,6-4 6-2,3,R32
1994-338,Sydney Outdoor,Hard,32,1994-01-10,101727,101735,6-7(4) 7-6(4) 6-3,3,R32
1994-338,Sydney Outdoor,Hard,32,1994-01-10,101381,101409,7-5 7-6(5),3,R32
1994-338,Sydney Outdoor,Hard,32,1994-01-10,101820,101965,6-4 1-0 RET,3,R32
1994-338,Sydney Outdoor,Hard,32,1994-01-10,101404,101733,7-6(5) 6-3,3,R32
1994-338,Sydney Outdoor,Hard,32,1994-01-10,101888,101138,4-6 6-3 6-2,3,R32
1994-338,Sydney Outdoor,Hard,32,1994-01-10,101412,101195,6-4 6-2,3,R32
1994-338,Sydney Outdoor,Hard,32,1994-01-10,101434,100944,6-7(4) 6-3 6-3,3,R32
1994-338,Sydney Outdoor,Hard,32,1994-01-10,101774,102338,6-3 4-6 6-2,3,R32
1994-338,Sydney Outdoor,Hard,32,1994-01-10,101142,102030,6-3 7-6(4),3,R32
1994-338,Sydney Outdoor,Hard,32,1994-01-10,101900,101613,7-5 4-6 6-3,3,R32
1994-338,Sydney Outdoor,Hard,32,1994-01-10,101230,101611,6-1 5-7 6-4,3,R32
1994-338,Sydney Outdoor,Hard,32,1994-01-10,101191,101120,6-1 6-3,3,R32
1994-338,Sydney Outdoor,Hard,32,1994-01-10,101589,101439,6-4 6-3,3,R32
1994-338,Sydney Outdoor,Hard,32,1994-01-10,100656,101062,6-2 6-1,3,R32
1994-338,Sydney Outdoor,Hard,32,1994-01-10,101920,101806,6-1 7-6(4),3,R32
1994-338,Sydney Outdoor,Hard,32,1994-01-10,101948,101727,6-1 4-6 7-5,3,R16
1994-338,Sydney Outdoor,Hard,32,1994-01-10,101381,101820,6-3 7-5,3,R16
1994-338,Sydney Outdoor,Hard,32,1994-01-10,101888,101404,7-6(5) 5-7 6-4,3,R16
1994-338,Sydney Outdoor,Hard,32,1994-01-10,101434,101412,2-6 6-4 7-6(3),3,R16
1994-338,Sydney Outdoor,Hard,32,1994-01-10,101774,101142,6-4 6-7(2) 6-4,3,R16
1994-338,Sydney Outdoor,Hard,32,1994-01-10,101900,101230,6-7(4) 6-2 6-4,3,R16
1994-338,Sydney Outdoor,Hard,32,1994-01-10,101191,101589,6-3 7-5,3,R16
1994-338,Sydney Outdoor,Hard,32,1994-01-10,100656,101920,6-3 7-5,3,R16
1994-338,Sydney Outdoor,Hard,32,1994-01-10,101948,101381,6-1 6-3,3,QF
1994-338,Sydney Outdoor,Hard,32,1994-01-10,101434,101888,6-3 6-2,3,QF
1994-338,Sydney Outdoor,Hard,32,1994-01-10,101774,101900,5-7 6-1 7-6(1),3,QF
1994-338,Sydney Outdoor,Hard,32,1994-01-10,100656,101191,7-6(2) 4-6 6-3,3,QF
1994-338,Sydney Outdoor,Hard,32,1994-01-10,101948,101434,6-3 6-3,3,SF
1994-338,Sydney Outdoor,Hard,32,1994-01-10,100656,101774,6-4 6-2,3,SF
1994-338,Sydney Outdoor,Hard,32,1994-01-10,101948,100656,7-6(5) 6-4,3,F
1994-494,Jakarta,Hard,32,1994-01-10,102021,101444,6-1 6-0,3,R32
1994-494,Jakarta,Hard,32,1994-01-10,102243,108229,6-3 6-1,3,R32
1994-494,Jakarta,Hard,32,1994-01-10,101312,101358,6-1 3-6 6-2,3,R32
1994-494,Jakarta,Hard,32,1994-01-10,102035,101746,3-6 7-5 6-2,3,R32
1994-494,Jakarta,Hard,32,1994-01-10,101962,102843,6-0 4-6 6-4,3,R32
1994-494,Jakarta,Hard,32,1994-01-10,101789,101233,6-4 6-1,3,R32
1994-494,Jakarta,Hard,32,1994-01-10,102277,101957,7-5 6-0,3,R32
1994-494,Jakarta,Hard,32,1994-01-10,101249,101066,2-6 7-6(4) 6-2,3,R32
1994-494,Jakarta,Hard,32,1994-01-10,101750,101797,6-7(4) 7-6(1) 6-2,3,R32
1994-494,Jakarta,Hard,32,1994-01-10,101862,102235,4-4 RET,3,R32
1994-494,Jakarta,Hard,32,1994-01-10,102223,108297,7-5 6-2,3,R32
1994-494,Jakarta,Hard,32,1994-01-10,101391,101924,6-1 2-6 6-2,3,R32
1994-494,Jakarta,Hard,32,1994-01-10,101362,101398,7-6(3) 6-4,3,R32
1994-494,Jakarta,Hard,32,1994-01-10,101179,101490,6-2 6-1,3,R32
1994-494,Jakarta,Hard,32,1994-01-10,101866,101035,0-6 4-0 RET,3,R32
1994-494,Jakarta,Hard,32,1994-01-10,101767,101235,6-1 6-1,3,R32
1994-494,Jakarta,Hard,32,1994-01-10,102021,102243,6-3 6-3,3,R16
1994-494,Jakarta,Hard,32,1994-01-10,101312,102035,6-3 6-3,3,R16
1994-494,Jakarta,Hard,32,1994-01-10,101962,101789,6-1 1-0 RET,3,R16
1994-494,Jakarta,Hard,32,1994-01-10,102277,101249,7-6(4) 6-4,3,R16
1994-494,Jakarta,Hard,32,1994-01-10,101862,101750,5-7 7-6(1) 6-0,3,R16
1994-494,Jakarta,Hard,32,1994-01-10,102223,101391,4-1 RET,3,R16
1994-494,Jakarta,Hard,32,1994-01-10,101179,101362,6-3 6-0,3,R16
1994-494,Jakarta,Hard,32,1994-01-10,101866,101767,4-3 RET,3,R16
1994-494,Jakarta,Hard,32,1994-01-10,102021,101312,W/O,3,QF
1994-494,Jakarta,Hard,32,1994-01-10,101962,102277,6-3 6-4,3,QF
1994-494,Jakarta,Hard,32,1994-01-10,101862,102223,6-4 7-6(3),3,QF
1994-494,Jakarta,Hard,32,1994-01-10,101866,101179,6-2 7-5,3,QF
1994-494,Jakarta,Hard,32,1994-01-10,102021,101962,6-3 6-3,3,SF
1994-494,Jakarta,Hard,32,1994-01-10,101866,101862,4-6 7-5 6-3,3,SF
1994-494,Jakarta,Hard,32,1994-01-10,102021,101866,6-3 6-3,3,F
1994-580,Australian Open,Hard,128,1994-01-17,101948,102215,6-4 6-0 7-6(5),5,R128
1994-580,Australian Open,Hard,128,1994-01-17,102338,101789,4-5 RET,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101362,100870,1-6 6-3 4-6 6-4 6-1,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101932,102184,6-7(4) 4-6 6-1 6-1 8-6,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101235,101805,6-2 6-2 6-4,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101890,102235,7-5 6-7(3) 7-6(1) 6-3,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101191,102053,7-5 6-4 6-0,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,100656,102257,6-4 7-6(4) 7-5,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101320,100997,3-6 7-5 6-2 2-6 6-2,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101601,101463,6-2 5-2 RET,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,102029,101543,7-5 6-4 6-1,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,102088,101750,6-1 6-4 6-4,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101195,100944,6-3 6-4 6-2,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,102006,101576,6-0 7-5 6-4,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,100936,101311,6-4 6-0 6-1,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,210013,101611,7-5 3-6 7-6(6) 6-3,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101793,101214,4-6 6-1 6-7(4) 6-2 6-4,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,102154,101150,6-3 6-1 6-3,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101900,101179,6-4 6-2 7-5,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101776,102205,6-3 3-6 7-5 3-6 6-2,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101888,101377,6-3 1-1 RET,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,102247,101373,6-4 6-2 6-0,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101866,101723,1-6 7-6(4) 6-3 6-0,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101965,101897,6-4 6-3 7-6(8),5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101820,101681,6-2 7-6(6) 6-3,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101084,101956,7-5 4-6 6-3 6-4,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101142,101507,2-6 6-1 6-4 6-3,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101917,102882,6-2 6-2 6-0,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101459,101983,6-4 3-6 6-1 7-5,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101381,101746,6-3 2-6 7-6(4) 6-3,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101727,101862,6-3 6-3 6-3,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101964,101711,6-1 6-0 6-2,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101404,101312,6-3 6-3 6-3,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,102202,101190,6-4 3-6 6-3 3-6 8-6,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101703,101685,4-6 6-2 6-2 6-0,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101234,101249,6-7(3) 7-6(1) 6-2 6-4,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101889,101317,6-7(4) 4-6 7-6(5) 6-4 6-3,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101510,102521,7-5 6-4 6-4,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101735,101265,1-6 7-6(4) 6-3 6-4,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101334,100923,6-4 6-4 6-2,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101120,101490,6-3 4-6 6-1 6-4,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101284,100757,0-6 6-4 6-0 1-0 RET,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101767,101647,6-3 7-5 6-4,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101962,101398,6-1 6-2 RET,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101549,102146,5-7 7-5 6-3 6-1,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,102148,101432,6-2 6-3 6-2,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101733,101482,6-3 7-6(4) 4-6 6-3,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101222,101439,6-3 6-0 6-3,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,102358,101434,6-3 6-4 7-6(2),5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101552,102563,6-7(5) 6-2 7-5 6-3,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,102158,101365,6-1 3-6 6-1 6-2,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101797,101593,6-4 6-4 6-4,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101924,101788,6-4 6-3 6-1,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101298,101833,5-7 7-6(4) 6-0 6-3,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,102035,101224,3-6 6-4 6-7(3) 7-5 6-2,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101774,101409,6-3 7-6(3) 6-2,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101589,101231,6-2 6-4 6-0,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101123,102198,6-1 6-2 6-4,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101358,101717,6-4 6-2 4-6 6-2,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101062,101957,6-1 4-6 6-0 6-0,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101233,101412,4-6 7-6(4) 7-6(2) 6-4,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101920,101230,6-3 6-7(7) 7-6(5) 4-6 6-4,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101772,101185,6-1 2-6 6-1 7-5,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101613,101529,7-6(4) 6-3 3-6 6-2,5,R128
1994-580,Australian Open,Hard,128,1994-01-17,101948,102338,6-3 2-6 6-3 1-6 9-7,5,R64
1994-580,Australian Open,Hard,128,1994-01-17,101362,101932,3-6 7-6(3) 4-6 6-3 8-6,5,R64
1994-580,Australian Open,Hard,128,1994-01-17,101235,101890,6-2 6-4 6-4,5,R64
1994-580,Australian Open,Hard,128,1994-01-17,100656,101191,5-7 6-2 6-2 6-2,5,R64
1994-580,Australian Open,Hard,128,1994-01-17,101320,101601,7-6(5) 6-2 4-6 6-2,5,R64
1994-580,Australian Open,Hard,128,1994-01-17,102088,102029,6-1 6-4 6-3,5,R64
1994-580,Australian Open,Hard,128,1994-01-17,102006,101195,7-5 7-6(4) 6-4,5,R64
1994-580,Australian Open,Hard,128,1994-01-17,210013,100936,1-6 7-6(1) 6-4 4-2 RET,5,R64
1994-580,Australian Open,Hard,128,1994-01-17,101793,102154,6-1 6-4 6-4,5,R64
1994-580,Australian Open,Hard,128,1994-01-17,101900,101776,6-4 6-2 6-1,5,R64
1994-580,Australian Open,Hard,128,1994-01-17,101888,102247,6-3 6-2 6-2,5,R64
1994-580,Australian Open,Hard,128,1994-01-17,101965,101866,6-3 6-4 6-2,5,R64
1994-580,Australian Open,Hard,128,1994-01-17,101820,101084,6-4 7-6(4) 3-6 6-2,5,R64
1994-580,Australian Open,Hard,128,1994-01-17,101917,101142,6-1 6-2 6-2,5,R64
1994-580,Australian Open,Hard,128,1994-01-17,101381,101459,7-6(3) 6-1 6-7(5) 6-2,5,R64
1994-580,Australian Open,Hard,128,1994-01-17,101964,101727,3-6 6-3 6-4 6-3,5,R64
1994-580,Australian Open,Hard,128,1994-01-17,101404,102202,6-4 6-4 6-2,5,R64
1994-580,Australian Open,Hard,128,1994-01-17,101703,101234,6-2 7-5 6-4,5,R64
1994-580,Australian Open,Hard,128,1994-01-17,101510,101889,6-4 7-6(8) 5-7 4-6 7-5,5,R64
1994-580,Australian Open,Hard,128,1994-01-17,101334,101735,7-6(7) 6-3 6-3,5,R64
1994-580,Australian Open,Hard,128,1994-01-17,101120,101284,6-4 7-6(11) 7-6(7),5,R64
1994-580,Australian Open,Hard,128,1994-01-17,101767,101962,7-6(5) 6-7(3) 6-1 6-3,5,R64
1994-580,Australian Open,Hard,128,1994-01-17,102148,101549,7-5 5-7 2-6 7-5 6-0,5,R64
1994-580,Australian Open,Hard,128,1994-01-17,101222,101733,4-6 6-2 6-1 6-1,5,R64
1994-580,Australian Open,Hard,128,1994-01-17,101552,102358,6-3 6-2 7-6(7),5,R64
1994-580,Australian Open,Hard,128,1994-01-17,102158,101797,6-4 6-4 6-4,5,R64
1994-580,Australian Open,Hard,128,1994-01-17,101298,101924,6-2 7-5 7-5,5,R64
1994-580,Australian Open,Hard,128,1994-01-17,101774,102035,6-3 6-4 6-0,5,R64
1994-580,Australian Open,Hard,128,1994-01-17,101123,101589,W/O,5,R64
1994-580,Australian Open,Hard,128,1994-01-17,101062,101358,6-1 2-6 7-5 6-4,5,R64
1994-580,Australian Open,Hard,128,1994-01-17,101233,101920,7-5 1-0 RET,5,R64
1994-580,Australian Open,Hard,128,1994-01-17,101613,101772,6-4 2-6 6-2 3-6 6-2,5,R64
1994-580,Australian Open,Hard,128,1994-01-17,101948,101362,7-5 6-1 1-6 6-4,5,R32
1994-580,Australian Open,Hard,128,1994-01-17,100656,101235,4-6 6-2 6-2 6-4,5,R32
1994-580,Australian Open,Hard,128,1994-01-17,101320,102088,6-2 6-2 6-2,5,R32
1994-580,Australian Open,Hard,128,1994-01-17,210013,102006,6-4 6-4 3-6 6-2,5,R32
1994-580,Australian Open,Hard,128,1994-01-17,101793,101900,6-3 6-3 7-6(1),5,R32
1994-580,Australian Open,Hard,128,1994-01-17,101965,101888,4-6 6-2 7-6(4) 6-4,5,R32
1994-580,Australian Open,Hard,128,1994-01-17,101917,101820,3-6 6-2 6-2 6-1,5,R32
1994-580,Australian Open,Hard,128,1994-01-17,101964,101381,3-6 7-5 6-3 6-4,5,R32
1994-580,Australian Open,Hard,128,1994-01-17,101404,101703,6-3 6-3 6-2,5,R32
1994-580,Australian Open,Hard,128,1994-01-17,101334,101510,7-5 2-6 4-6 6-3 6-4,5,R32
1994-580,Australian Open,Hard,128,1994-01-17,101767,101120,6-1 7-5 7-5,5,R32
1994-580,Australian Open,Hard,128,1994-01-17,101222,102148,6-2 6-1 6-1,5,R32
